id,idno,title,nation,authoring_entity,year_start,year_end,created,changed
580,CHE_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Switzerland,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
663,HND_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Honduras,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
1478,SLE_2011_IHS-W2_v01_EN_M_v01_A_OCS,"Integrated Household Survey, Wave 2, 2011","Sierra Leone","Statistics Sierra Leone (SSL)",2011,2011,Oct-12-20,Nov-03-20
677,HUN_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Hungary,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
827,UKR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ukraine,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
716,LUX_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Luxembourg,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
835,TGO_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Togo,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
739,MKD_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","North Macedonia","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
742,MNE_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Montenegro,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
783,PHL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Philippines,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
748,MOZ_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mozambique,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
665,HND_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Honduras,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
795,SGP_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Singapore,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
682,ISR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Israel,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
692,JPN_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Japan,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
570,BIH_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Bosnia and Herzegovina","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
635,FRA_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",France,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
590,CRI_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Costa Rica","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
608,EGY_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Egypt,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
802,SLV_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","El Salvador","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
596,CZE_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Czechia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
572,BIH_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Bosnia and Herzegovina","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
846,SGP_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Singapore,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
815,TJK_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Tajikistan,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
842,VNM_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Viet Nam","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
758,NAM_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Namibia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
659,HRV_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Croatia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
548,ARM_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Armenia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
561,BEL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Belgium,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
556,AUS_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Australia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
780,PRT_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Portugal,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
571,BIH_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Bosnia and Herzegovina","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
574,BWA_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Botswana,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
591,CRI_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Costa Rica","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
660,HRV_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Croatia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
603,DNK_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Denmark,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
734,MEX_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mexico,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
605,DNK_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Denmark,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
766,NPL_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Nepal,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
710,KMH_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cambodia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
1169,ETH_2019_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ethiopia,"FAO Statistics Division",2019,2019,Jun-30-20,Jun-30-20
787,NZL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","New Zealand","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
850,URY_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Uruguay,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
625,EST_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Estonia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
666,HRV_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Croatia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
752,MOZ_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mozambique,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
636,GBR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","United Kingdom","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
553,AUT_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Austria,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
589,CRI_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Costa Rica","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
1464,SLV_2009-2011_PBSI_v01_EN_M_v01_A_OCS,"Production and Business Services (Impact) 2009-2011","El Salvador","Mathematica Policy Research, Inc.",2009,2011,Oct-08-20,Oct-08-20
560,BGR_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bulgaria,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
873,FIN_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Finland,"FAO Statistics Division",2014,2014,Jul-10-19,Jul-10-19
875,FIN_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Finland,"FAO Statistics Division",2016,2016,Jul-10-19,Jul-10-19
745,MNG_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mongolia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
865,RWA_2014_RSAS_v01_EN_M_v01_A_OCS,"Rwanda Seasonal Agriculture Survey 2014",Rwanda,"National Institute of Statistics of Rwanda, ",2013,2014,Jul-10-19,Jul-10-19
684,ITA_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Italy,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
628,GBR_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","United Kingdom","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
791,NZL_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","New Zealand","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
599,DNK_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Denmark,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
662,HRV_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Croatia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
696,KAZ_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kazakhstan,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
831,SRB_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Serbia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
725,MEX_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mexico,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
755,NER_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Niger,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
688,ITA_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Italy,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
593,CRI_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Costa Rica","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
656,GTM_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guatemala,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
858,MNG_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mongolia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
595,CZE_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Czechia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
565,BEL_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Belgium,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
761,NOR_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Norway,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
567,BEL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Belgium,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
874,FIN_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Finland,"FAO Statistics Division",2015,2015,Jul-10-19,Jul-10-19
550,AUS_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Australia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
673,HUN_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Hungary,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
834,URY_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Uruguay,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
611,ESP_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Spain,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
629,FRA_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",France,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
614,ESP_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Spain,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
651,GRC_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Greece,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
800,ROU_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Romania,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
575,BWA_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Botswana,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
668,IRL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ireland,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
640,GIN_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guinea,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
805,SRB_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Serbia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
833,SWE_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Sweden,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
597,CZE_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Czechia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
769,NPL_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Nepal,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
634,GBR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","United Kingdom","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
577,BWA_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Botswana,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
679,ITA_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Italy,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
765,NLD_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Netherlands,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
817,SWE_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Sweden,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
643,GEO_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Georgia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
913,RWA_2013_RSAS_v01_EN_M_v01_A_OCS,"Rwanda Seasonal Agriculture Survey 2013",Rwanda,"National Institute of Statistics of Rwanda",2012,2013,Jul-15-19,Jul-19-19
856,SLV_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","El Salvador","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
720,LSO_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Lesotho,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
810,URY_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Uruguay,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
701,KGZ_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kyrgyzstan,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
594,CZE_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Czechia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
813,UKR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ukraine,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
707,LBR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Liberia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
555,AUT_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Austria,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
564,BGR_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bulgaria,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
630,FRA_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",France,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
788,PHL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Philippines,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
838,SVK_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Slovakia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
631,GBR_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","United Kingdom","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
675,HUN_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Hungary,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
718,LTU_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Lithuania,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
551,AUT_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Austria,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
746,MNG_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mongolia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
866,RWA_2015_RSAS_v01_EN_M_v01_A_OCS,"Rwanda Seasonal Agriculture Survey 2015",Rwanda,"National Institute of Statistics of Rwanda",2014,2015,Jul-10-19,Jul-10-19
633,FRA_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",France,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
648,GTM_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guatemala,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
642,GIN_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guinea,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
818,URY_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Uruguay,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
691,JPN_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Japan,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
544,ARM_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Armenia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
689,KAZ_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kazakhstan,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
743,MNE_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Montenegro,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
1529,NGA_2020_NLPS_v01_EN_M_v01_A_OCS,"National Longitudinal Phone Survey (COVID-19), 2020",Nigeria,"National Bureau of Statistics (NBS)",2020,2020,Oct-22-20,Oct-22-20
617,EGY_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Egypt,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
674,IRL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ireland,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
639,GEO_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Georgia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
612,EGY_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Egypt,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
661,HND_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Honduras,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
604,DEU_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Germany,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
949,ECU_2000_CNA_v01_EN_M_v01_A_OCS,"National Agricultural Census 2000",Ecuador,"National Institute of Statistics and Census",0,0,Sep-18-19,Oct-29-19
650,GTM_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guatemala,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
1525,BRA_1996-1997_LSMS_v01_EN_M_v01_A_OCS,"Living Standards Measurement Study Survey 1996-1997",Brazil,"Brazilian Geographical and Statistical institute (IBGE)",1996,1997,Oct-20-20,Oct-20-20
581,CHE_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Switzerland,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
732,LVA_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Latvia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
844,TGO_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Togo,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
804,SVK_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Slovakia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
837,SGP_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Singapore,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
839,ZAF_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","South Africa","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
849,ZAF_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","South Africa","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
678,ISR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Israel,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
767,NOR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Norway,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
700,JPN_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Japan,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
816,SRB_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Serbia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
695,JPN_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Japan,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
609,ESP_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Spain,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
690,KGZ_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kyrgyzstan,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
719,LTU_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Lithuania,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
806,SWE_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Sweden,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
694,KGZ_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kyrgyzstan,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
823,SVK_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Slovakia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
781,POL_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Poland,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
583,CHE_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Switzerland,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
730,MDA_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Republic of Moldova","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
819,ZAF_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","South Africa","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
647,GRC_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Greece,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
699,KGZ_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kyrgyzstan,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
785,PRT_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Portugal,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
855,SLE_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Sierra Leone","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
